sentence_id,words,labels;
190,ıııııııııııııı,O;
190,ıı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııı,O;
"190,"","",O";
190,ıııııı,O;
190,ıııııııııııı,O;
190,Vesti,B-ORG;
190,.,O;
190,kz,I-ORG;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııııııı,B-LOC;
190,ıııııııııı,O;
190,ıııııııııııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııı,B-LOC;
190,ıııııııı,O;
190,ıııııııııııııı,B-LOC;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııı,O;
"190,"","",O";
190,ıııııııııııııııııı,B-LOC;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııı,O;
"190,"","",O";
190,ıııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııı,O;
"190,"","",O";
190,2018,O;
190,ıııııııııı,O;
190,19,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,IWF,O;
190,ıııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııııııııııı,B-LOC;
190,ıııııııııııııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııııııııııı,B-LOC;
190,ıııııııııııııııııııııı,B-LOC;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,320,O;
190,ıııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,2,O;
190,ıııı,O;
190,ıııııııııııı,O;
190,600,O;
190,ıııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııııı,B-LOC;
190,ıııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,23,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııı,B-LOC;
190,ıııııııı,O;
190,ıııııııı,O;
190,.,O;
190,\,O;
190,ıııı,O;
190,ıııııııııııııııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıı,O;
190,ıııııııııııı,O;
190,ıııııııııııııı,O;
190,ıı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııı,B-PER;
190,ıııııııııııııııı,I-PER;
190,ıııııııııı,O;
"190,"","",O";
190,ıııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııı,B-ORG;
190,ıııııııııııııııııı,O;
190,ıııııııııııı-ıııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııı,B-PER;
190,ıııııııııııııııııı,I-PER;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııııı,B-PER;
190,ıı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııı,O;
190,ıı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııı,B-PER;
190,ıııııııııııııııı,I-PER;
"190,"","",O";
190,ıı,B-ORG;
190,.,O;
190,ıııııııııııııııı,I-ORG;
190,ıııııııııııııııı,I-ORG;
190,ıııııııııııı,I-ORG;
"190,"","",O";
190,ıı,O;
190,ıııııııııııııııııııı,O;
"190,"","",O";
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııı,O;
190,ıı,O;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,:,O;
190,ııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
"190,"","",O";
190,ıııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııı,O;
"190,"","",O";
190,ıııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııı,O;
190,ıı,O;
190,Marca,O;
190,ıı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııııııı,O;
"190,"","",O";
190,ıııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıı,O;
190,ıııııııııııııı,O;
190,ıı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııııııı,B-PER;
190,ıııııııııııııı,I-PER;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııı,O;
190,23,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııı,B-LOC;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııı,O;
190,10,O;
190,ıııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııı,B-LOC;
190,ıııııııııııııııııı,I-LOC;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,19,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııı,O;
190,WBC,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,B-PER;
190,ıııııııııııııııııı,I-PER;
190,(,O;
"190,""12-0,"",O";
190,4,O;
190,ıııı,O;
190,),O;
190,Boxrec,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııı-ıııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııı,O;
"190,"","",O";
190,ıııııııııı,O;
190,ıııııııııııııııııııııııı,B-PER;
190,ıııııııııııııııııııı,O;
190,58,O;
190,ıııııııı,O;
190,ıııııı,O;
"190,"","",O";
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,41,O;
190,ıııııııı,O;
190,ıııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııı,O;
190,ıııııııı,O;
190,:,O;
190,inform,B-ORG;
190,.,O;
190,kz,I-ORG;
190,ıııııııııı-ıııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııı-ıııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,O;
190,ıı,O;
190,ıııııııııııı,B-LOC;
190,ıı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
190,9,O;
190,ıııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,O;
190,East,O;
190,Wing,O;
190,ıııııııııııııııııııııııııııııııı,O;
190,ıııı-28,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııı,O;
"190,"","",O";
190,3,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,East,O;
190,Wing,O;
190,ıııııııııııııııııııııııııııııııı,O;
190,ıııı-28,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııı,O;
190,12,O;
190,ıııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
"190,"","",O";
190,ıııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,B-LOC;
190,ıııııııııııııııııı,I-LOC;
190,ıııııııııııııııııııı,B-LOC;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııı,O;
190,15-20,O;
190,ıı,O;
190,/,O;
190,ıı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııııııı,B-LOC;
"190,"","",O";
190,ıııııııııııııııııı,B-LOC;
190,ıııııııııııııııııııııı,I-LOC;
"190,"","",O";
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııı,B-LOC;
190,ıııııııııııııııııı,I-LOC;
190,ıııııııııııııııııııııııı,I-LOC;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııı,O;
190,ıı,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııııı,B-LOC;
190,ıııııııııııııııııııııııı,B-LOC;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııı,B-LOC;
190,ıııııııııııı,B-LOC;
190,ıııııııııııııı,O;
190,ıııııııııııııııııı,B-LOC;
190,ıııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıı,O;
"190,"","",O";
190,ııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııı,O;
190,ıııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııı,O;
190,ıı,O;
"190,"","",O";
190,ııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,B-PER;
190,ıııııııııııııııııııı,I-PER;
190,ıııııııııı,O;
190,ıııııııııııııııııııı,B-LOC;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııı,O;
190,ıııııııııııııııı,B-LOC;
190,ıııııııııııı,B-LOC;
190,ıııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııı,B-LOC;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııı-ıııııııı,B-PER;
190,ıııııııııı,I-PER;
"190,"","",O";
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,:,O;
190,-,O;
190,ıııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,175,O;
190,ıııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııı,B-LOC;
190,ıııııııııııııııııı,I-LOC;
190,ıııııııııııııııııı,I-LOC;
190,1,O;
190,ıııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııı,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,122.5,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
"190,"","",O";
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,.,O;
190,ıııııııııı,B-PER;
190,ıııııııııııııııııı,I-PER;
190,ıııııııııııııııııı,B-LOC;
190,ıı,O;
190,ıııııııııııııı,B-LOC;
190,ıı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııı,B-LOC;
190,ıııııı,O;
190,ıııııııııııı,B-LOC;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıı,O;
190,ıııııııııııı,O;
190,ıı,O;
190,ıııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
"190,"","",O";
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
"190,"","",O";
190,ıııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııııııııı,B-ORG;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııı,B-PER;
190,ıııııııııııııııııı,I-PER;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,B-PER;
190,ıııııııııııııııı,I-PER;
190,WBA,O;
190,(,O;
190,Super,O;
190,),O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,B-PER;
190,ıııııııııııııııı,I-PER;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııı,O;
"190,"","",O";
190,ıııııııııı,B-PER;
190,ıııııııııııııııı,I-PER;
190,WBA,O;
190,(,O;
190,Super,O;
190,),O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııı,B-PER;
190,ıııııııııııııııı,I-PER;
190,ıııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııı,O;
190,.,O;
190,\,O;
190,ıııı,O;
190,ıııııııııııııı-ıııııııııııııııı,O;
190,ıııııııııııııı,B-PER;
190,ıııııııııııııııı,I-PER;
190,ıııııııııııııııı,O;
"190,"","",O";
190,ıııııııııı,O;
190,ıııııııııııııııııııııııı,B-LOC;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııı,B-LOC;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
190,.,O;
190,\,O;
190,ıııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,B-PER;
190,Instagram-ıııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııııııı,B-PER;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııı,O;
"190,"","",O";
190,ıııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııı,B-PER;
"190,"","",O";
190,ıı,O;
190,ıııııııııııı,O;
190,ıııııı,O;
190,ıııııı,O;
190,ıı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııııııııııııııı,O;
"190,"","",O";
190,ıı,O;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
"190,"","",O";
190,ıııııııııııı,B-PER;
190,ıııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııı,O;
190,.,O;
190,\,O;
190,ıııııııııııııııı,O;
190,ıııııııı,O;
190,ııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıı,O;
190,ıııııııııı,B-ORG;
190,ıııııııııı,I-ORG;
190,ıı,O;
190,ıııııı,O;
190,ıı,O;
190,ıııııııııııııııı,B-LOC;
190,ıııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıı,O;
190,ıııııııııııııııı,B-LOC;
190,ıııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıı,O;
"190,"","",O";
190,ııı,O;
190,ıııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııı,B-PER;
190,ıııııııııııııııııı,I-PER;
190,ıııııııııııııı,O;
190,ıııııııı,O;
190,:,O;
190,ıııııı,B-LOC;
190,ıııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıı,O;
190,ıııııııııııı,B-ORG;
190,ıııııııııı,I-ORG;
190,ıı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıı,O;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıı,O;
190,ıııııııııı,B-ORG;
190,ıı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııı,O;
190,ıııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııı,B-LOC;
190,ıııııııııııııııı,I-LOC;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıı,O;
"190,"","",O";
190,-,O;
190,ıııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııı,O;
"190,"","",O";
190,ıııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııı,B-LOC;
190,ıııııııııııııııııı,O;
190,ıııı,O;
190,ıııııııııııııııııııııııııı,O;
190,ıııııııııı,B-PER;
190,ıııııııııııııııııı,I-PER;
"190,"","",O";
190,ıııııııııı,O;
190,ıııııııııı,O;
190,:,O;
190,-,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııııııııııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,2017,O;
190,ıııııııı,O;
190,21,O;
190,ıııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııı,O;
"190,"","",O";
190,ıııııııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııı,O;
190,113,O;
190,ıııııııııııı-ıııııııı,B-LOC;
190,ıııııııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııı,B-LOC;
190,ıııııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııııııııııııı,O;
190,ıııııııııı,B-LOC;
190,ıııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııı,O;
190,3,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,O;
190,ıı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıı,O;
190,ıııııııı,O;
190,ıııııııııııı,O;
"190,"","",O";
190,ıııııı,O;
190,ıııııııııııııııııı,O;
190,24,O;
190,.,O;
190,ıııı,O;
190,ıııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııı-ıııııııııııııııııııııııı,O;
"190,"","",O";
190,ıııııııııııı,O;
190,ıııııııııııııııııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııı,O;
"190,"","",O";
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııııııııııııı,O;
190,ıııııııııı,B-LOC;
190,ıııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııı,O;
190,3,O;
190,ıııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,O;
190,ıı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıı,O;
190,ıııııııı,O;
190,ıııııııııııı,O;
190,ıı,O;
190,ıııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııııııııııı,O;
190,ıııııı,O;
190,ıııııııı-ıııııııııııııııııııııııı,O;
"190,"","",O";
190,ıııııııııııı,O;
190,ıııııııııııııııııııııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııııııı,O;
"190,"","",O";
190,ıııııııııııııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
190,ıı,O;
"190,"","",O";
190,ııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııı,O;
190,40,O;
190,ıııııııııııııı,O;
190,ıııııııııııı,B-PER;
190,ıııııııııııııııııııııııı,I-PER;
190,ıııııııııııııııı,O;
"190,"","",O";
190,ıııııııııııııııııııı,B-LOC;
190,ıııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııı,O;
"190,"","",O";
190,ıııııııııııııııı,O;
"190,"","",O";
190,ıııııııı-ıııııııııııı,O;
"190,"","",O";
190,ıııııı,O;
190,ıııııııııııı,O;
190,Today,B-ORG;
190,.,O;
190,kz,I-ORG;
190,ıııııı,B-ORG;
190,ıııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,B-PER;
190,ıııııııııııııııııı,I-PER;
190,ıııııııııııııı,O;
190,ıııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııı,O;
190,ıııııııııııı,O;
"190,"","",O";
190,ıııııııııııııııı,O;
190,ıııııııııııı,O;
190,ıııııı,O;
190,ıııııııııı,O;
"190,"","",O";
190,-,O;
190,ıııııııı,O;
190,ıııııııııııı,B-PER;
190,ıııııııııııııııııı,I-PER;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııı,O;
190,ıııııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııııııı,B-PER;
190,ıııııııııııııı,B-LOC;
190,ıııııı,O;
190,ıııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııı,O;
"190,"","",O";
190,ıııııııııı,O;
190,ıııııı,O;
190,ıııııı,O;
190,ıııııııııııııııııııııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııııııı,O;
190,ıııı,O;
190,ıııııııııııııı,O;
190,ıııııııııııııııııııı,O;
190,ıııııııııııııı,B-LOC;
190,ıııııııııııııııı,O;
190,ıııııııı,O;
190,ıııııııııı,O;
"190,"","",O";
190,ıııııııı,O;
190,ıııııııııııııı,O;
